Empresa;Turno;Día de la semana;Experiencia del conductor;Formación del Paramédico;Nivel del Paramédico;Cantidad de atenciones;Distancia recorrida (Km);Velocidad máxima (Km/h);Consumo de combustible (Galones);Tiempo en Movimiento (h);Tiempo motor ON (h)
TAC;N;5;Intermedio;4;B;6;62.5;92;2.9;2.5;4.25
TAC;D;2;Intermedio;2;B;5;50.4;92;1.5;2.4;4.08
TAE;N;3;Intermedio;2;B;5;46;92;2.1;2.3;2.99
TAC;N;5;Intermedio;2;B;7;71.3;94;2.9;3.1;4.65
TAC;N;5;Intermedio;1;B;6;62;91;2.5;3.1;5.58
TAD;N;1;Principiante;2;I;8;81;89;3.7;3;4.8
TAB;D;6;Intermedio;2;B;5;52.5;89;2.5;2.1;3.15
TAE;D;6;Intermedio;3;B;6;58;93;2.6;2.9;4.35
TAC;D;3;Intermedio;4;I;7;72.8;90;2.4;2.8;4.76
TAB;N;1;Intermedio;1;B;6;64;93;2.7;3.2;4.48
TAB;N;3;Intermedio;4;I;8;84.1;94;3.7;2.9;4.64
TAC;D;5;Principiante;1;B;6;59.4;86;2.5;2.7;4.86
TAC;N;5;Intermedio;1;I;8;75.6;94;3.5;2.8;3.36
TAP;D;4;Intermedio;3;A;10;95;92;3.6;3.8;4.56
TAB;N;4;Intermedio;1;I;7;67.2;91;3;2.8;3.08
TAB;N;2;Intermedio;2;B;6;62.1;90;2.6;2.7;4.86
TAD;N;2;Intermedio;3;B;7;69.6;91;3.3;2.9;3.19
TAD;N;6;Intermedio;3;I;8;78.3;96;3.5;2.9;4.64
TAB;N;2;Principiante;4;I;7;72;83;2.9;3;5.4
TAC;N;2;Experto;1;B;6;56.7;102;2.7;2.7;2.97
TAD;D;1;Principiante;4;B;6;62.4;83;2.5;2.6;4.42
TAD;N;7;Intermedio;1;B;7;72.8;91;3.3;2.6;3.12
TAC;D;1;Principiante;1;B;6;62.1;82;2.8;2.7;4.59
TAB;N;2;Intermedio;4;B;6;64.8;90;2.5;2.7;2.97
TAC;D;3;Principiante;3;I;8;75.6;88;2.8;2.7;4.05
TAB;N;7;Intermedio;2;B;6;64.8;95;3.2;2.4;3.6
TAD;D;6;Intermedio;3;A;9;86.8;90;3.5;3.1;3.72
TAB;D;3;Intermedio;4;B;6;60;95;2.6;3;4.8
TAB;N;5;Intermedio;3;A;9;89.9;94;3.8;3.1;3.41
TAC;N;6;Intermedio;4;A;9;85.8;93;3.4;3.3;4.62
TAE;D;4;Intermedio;4;B;6;59.4;91;2.5;2.7;4.05
TAD;N;7;Principiante;3;I;7;66.7;85;2.8;2.9;3.19
TAP;N;3;Intermedio;2;B;7;70;96;3.3;2.8;5.04
TAC;D;4;Intermedio;1;I;8;75.4;94;3.4;2.6;4.42
TAC;D;6;Principiante;1;B;5;50.6;87;3;2.3;3.68
TAB;D;4;Intermedio;3;I;8;75.4;92;2.8;2.9;4.64
TAP;D;7;Principiante;4;B;6;60.9;81;2.5;2.9;5.22
TAB;D;2;Principiante;1;I;7;67.2;85;2.4;2.4;3.12
TAP;N;4;Intermedio;4;I;8;75;90;3;3;3.9
TAB;D;6;Principiante;4;B;5;50.6;80;1.6;2.3;2.99
TAD;N;3;Principiante;3;B;6;59.8;81;2.1;2.6;3.12
TAD;N;1;Intermedio;4;B;6;56.7;95;2.8;2.7;4.86
TAC;N;7;Principiante;4;B;6;62.1;86;2.2;2.3;4.14
TAC;D;7;Intermedio;4;B;7;67.6;91;2.8;2.6;4.16
TAC;N;3;Intermedio;4;I;8;75.6;95;2.8;2.7;3.24
TAE;N;7;Intermedio;2;B;6;58;90;2.6;2.9;3.77
TAC;D;3;Intermedio;2;B;6;60;92;2.3;2.5;3
TAP;D;3;Intermedio;4;I;7;67.6;90;2.6;2.6;4.68
TAD;D;3;Principiante;1;I;8;75.9;86;2.9;3.3;5.61
TAD;D;2;Principiante;3;I;7;70;89;3.6;2.5;3.75
TAP;D;4;Experto;1;B;7;66;99;2.4;3;5.4
TAP;N;4;Principiante;1;I;7;67.2;84;2.2;2.8;3.92
TAE;D;3;Principiante;2;I;7;70;84;3;2.8;5.04
TAP;N;1;Principiante;1;B;6;55;88;2.4;2.5;4.5
TAE;N;6;Intermedio;3;B;7;67.2;91;2.8;2.8;5.04
TAE;D;4;Intermedio;4;B;5;50.6;96;1.8;2.2;2.64
TAC;N;4;Principiante;1;B;6;55.2;87;2.5;2.4;4.32
TAC;N;4;Principiante;3;I;7;67.2;86;3.4;2.8;3.36
TAP;D;7;Intermedio;4;B;4;44;94;1.9;2.2;2.64
TAE;N;6;Intermedio;2;B;6;57.5;98;2.8;2.3;3.91
TAP;N;7;Intermedio;3;I;8;77.5;90;3.5;3.1;4.65
TAB;D;1;Intermedio;4;B;5;50;94;1.7;2.5;3.75
TAD;D;4;Principiante;4;I;7;70;82;3;2.8;3.36
TAB;D;5;Principiante;2;B;6;58.8;79;2.7;2.8;3.08
TAC;N;4;Intermedio;4;B;7;72.5;93;3.2;2.5;4.25
TAB;D;2;Experto;1;B;7;70.2;99;3.4;2.7;4.59
TAB;D;1;Intermedio;3;I;8;75;95;3.5;3;4.2
TAB;D;7;Principiante;1;I;7;66;78;3;3;3.3
TAB;N;2;Principiante;2;I;8;81.2;88;3.2;2.8;3.08
TAB;N;5;Intermedio;2;B;6;59.8;98;2.9;2.3;3.45
TAP;D;4;Intermedio;2;B;6;62.4;94;2.1;2.4;4.08
TAD;N;7;Intermedio;3;I;7;72;89;3;3;5.1
TAC;N;3;Intermedio;2;A;9;88.4;94;4.3;3.4;5.78
TAC;N;3;Principiante;1;B;6;62.4;86;2.3;2.4;3.6
TAD;D;3;Principiante;2;I;8;78.3;85;2.8;2.9;3.48
TAD;D;6;Intermedio;1;B;6;57.2;90;2.3;2.6;3.64
TAD;D;7;Principiante;1;B;6;62;87;3.1;3.1;3.72
TAB;N;6;Principiante;1;I;7;74.4;82;3.3;3.1;4.03
TAP;N;3;Intermedio;1;B;6;63;97;2.5;3;3.3
TAC;N;4;Principiante;4;I;7;69;84;3;3;4.8
TAC;N;6;Intermedio;2;B;6;64.4;95;2.7;2.3;2.76
TAC;N;2;Intermedio;4;B;7;66;92;2.7;3;4.5
TAB;D;7;Principiante;4;B;6;60;83;3.1;3;5.1
TAD;D;5;Principiante;3;B;6;65;81;2.8;2.5;3.25
TAD;N;6;Intermedio;1;I;7;70.2;89;3.1;2.7;4.59
TAP;D;5;Intermedio;2;B;6;64.8;92;3.2;2.7;3.78
TAP;D;5;Principiante;2;I;7;73.6;89;3;3.2;5.76
TAB;D;7;Intermedio;2;B;7;66.7;94;2.9;2.9;3.48
TAB;D;4;Experto;1;B;7;68.2;101;2.7;3.1;3.72
TAP;D;6;Intermedio;4;B;7;72.8;94;3.2;2.8;4.2
TAP;N;5;Intermedio;4;B;6;61.6;90;2.6;2.8;3.64
TAC;N;1;Intermedio;1;I;8;75;91;3.2;3;3.3
TAC;N;5;Intermedio;1;B;6;63.8;91;2.4;2.9;3.48
TAB;D;1;Intermedio;3;B;7;72.9;91;3.2;2.7;4.05
TAD;D;3;Principiante;1;I;7;70.4;87;2.4;3.2;4.16
TAC;D;7;Intermedio;1;I;8;81.2;90;3.9;2.8;3.64
TAC;D;7;Intermedio;1;B;7;69;97;3.4;3;3.6
TAC;N;2;Principiante;1;I;7;67.5;88;2.7;2.7;2.97
TAB;D;2;Principiante;3;B;5;52.5;78;2.2;2.5;3.5
TAC;N;6;Intermedio;1;B;6;64.4;89;2.5;2.3;2.53
TAD;N;5;Intermedio;2;I;7;66.7;89;2.8;2.9;4.93
TAC;N;2;Intermedio;3;B;6;63;90;2.4;3;4.8
TAE;N;5;Intermedio;1;I;8;80.6;91;3.3;3.1;4.34
TAP;D;5;Intermedio;1;I;7;70.4;90;3;3.2;4.8
TAC;N;1;Principiante;2;B;6;58.8;88;3;2.8;4.76
TAB;D;4;Principiante;4;I;8;79.2;87;3.5;3.3;4.95
TAD;N;3;Intermedio;4;A;9;92.8;89;4.2;3.2;4.48
TAE;N;1;Intermedio;3;I;9;89.6;95;4.1;3.2;5.44
TAB;D;6;Principiante;4;B;4;44;81;2.1;2;2.4
TAP;D;5;Intermedio;2;I;9;86.8;91;3.3;3.1;3.72
TAC;D;1;Principiante;4;B;5;46.2;87;2.2;2.2;3.96
TAD;N;2;Intermedio;2;I;8;83.7;90;3.7;3.1;5.27
TAC;N;5;Intermedio;3;I;8;81;95;3.6;3;4.2
TAP;N;5;Intermedio;2;I;8;75;90;3.3;3;3.3
TAE;D;3;Intermedio;2;B;6;55;93;2.1;2.5;2.75
TAC;D;7;Intermedio;1;B;5;54.6;89;2.5;2.6;2.86
TAC;N;1;Principiante;4;I;7;70.2;88;3.1;2.7;3.51
TAD;N;2;Intermedio;2;I;8;75.6;96;3.5;3.6;4.68
TAC;D;7;Intermedio;3;B;6;58;90;2;2.9;3.48
TAD;N;3;Principiante;4;B;6;62.1;84;2.8;2.7;3.51
TAC;D;6;Principiante;2;I;7;68.2;88;3.2;3.1;4.34
TAC;D;1;Intermedio;4;B;7;74.4;96;3.4;3.1;3.72
TAD;N;2;Intermedio;1;B;6;58;96;2.2;2.9;4.64
TAE;D;5;Principiante;1;I;8;81.2;83;3.1;2.9;3.48
TAC;N;4;Principiante;4;I;8;84;75;3.5;3;3.3
TAP;N;7;Principiante;1;B;6;61.6;85;2;2.8;3.92
TAB;D;7;Intermedio;4;I;7;69.3;90;2.6;3.3;5.94
TAB;D;7;Intermedio;3;B;7;68.2;95;3;3.1;5.27
TAP;N;4;Experto;3;I;8;81.2;99;3.6;2.9;5.22
TAC;D;5;Intermedio;3;I;8;82.5;89;3.9;3.3;3.96
TAD;D;5;Principiante;4;I;8;81.2;84;3.4;2.9;4.93
TAP;D;6;Principiante;4;I;8;84;81;3.3;3;3.3
TAP;N;3;Intermedio;3;I;8;84;90;3.5;3;3.3
TAC;N;2;Intermedio;4;I;8;75.4;97;3.3;2.6;3.12
TAC;N;6;Intermedio;4;I;7;69;91;2.9;3;4.2
TAE;N;2;Intermedio;2;B;6;63;90;2.8;3;3.9
TAB;N;4;Principiante;3;I;8;76.8;85;3;3.2;5.12
TAE;D;7;Principiante;3;I;8;75.6;86;3.2;2.7;4.86
TAD;D;1;Intermedio;2;I;8;84.1;92;3.5;2.9;3.19
TAP;D;4;Principiante;3;I;7;70;85;3.1;2.8;3.36
TAP;D;2;Intermedio;4;B;7;66.7;92;3;2.3;3.91
TAC;N;2;Principiante;3;B;6;64.8;83;2.9;2.7;4.05
TAD;N;6;Intermedio;3;B;6;65;94;2.7;2.5;4
TAC;N;5;Experto;1;B;7;67.5;99;3.1;2.7;3.51
TAB;N;5;Principiante;2;B;6;56.7;84;2.6;2.1;2.52
TAC;D;5;Principiante;1;B;6;62.1;88;2.3;2.3;2.99
TAD;D;3;Experto;4;B;6;57.6;98;2.3;2.4;3.6
TAC;D;4;Intermedio;3;B;7;70;92;2.7;2.8;5.04
TAC;N;6;Principiante;1;B;6;64.8;88;2.2;2.7;2.97
TAC;D;6;Principiante;3;B;5;50;87;2.2;2.5;3.75
TAP;N;7;Principiante;3;I;8;77.5;83;3.1;3.1;3.41
TAB;D;5;Principiante;1;I;7;72;84;3.4;3;3.6
TAB;D;7;Intermedio;3;B;5;50.6;94;2.1;2.3;4.14
TAD;D;4;Intermedio;4;I;9;87;90;3.6;3;5.1
TAD;D;5;Experto;1;B;7;71.3;103;3.5;3.1;4.65
TAC;N;4;Principiante;3;I;7;72.8;82;2.5;2.8;3.64
TAD;D;5;Principiante;3;I;8;81.2;81;3.4;2.8;3.36
TAB;N;1;Intermedio;3;B;7;65.1;92;2;3.1;4.03
TAP;D;1;Principiante;3;B;6;61.6;86;2.6;2.8;3.36
TAD;N;3;Intermedio;3;B;6;57.5;92;3;2.5;2.75
TAB;D;3;Intermedio;2;B;5;52.5;90;2.7;2.5;4
TAB;N;5;Principiante;4;B;6;59.8;87;2.4;2.3;3.91
TAD;D;5;Intermedio;1;B;6;64.8;96;2.7;2.7;4.59
TAC;N;3;Principiante;2;B;6;63.8;88;2.4;2.9;3.19
TAP;N;6;Principiante;3;I;7;70.4;87;2.9;3.2;5.76
TAE;D;1;Intermedio;2;I;7;72.8;89;3;2.6;3.64
TAP;D;2;Principiante;2;I;7;67.5;88;2.8;2.7;4.05
TAC;N;4;Intermedio;1;B;6;63;89;2.1;3;3.9
TAB;N;4;Principiante;1;I;8;78.3;88;3;2.7;4.05
TAB;D;6;Intermedio;1;I;7;69.6;96;2.8;2.9;3.77
TAP;D;1;Intermedio;1;A;9;87;89;3.3;3;5.4
TAE;D;7;Intermedio;2;I;8;81;91;3.8;3;4.8
TAC;D;3;Principiante;4;I;7;72.5;89;3;2.5;3.25
TAB;D;1;Intermedio;1;B;6;64;92;2.9;3.2;4.8
TAD;D;1;Principiante;3;B;6;57.6;86;2.2;2.4;2.64
TAB;N;6;Intermedio;3;B;6;60;97;1.9;3;3.9
TAC;N;3;Principiante;2;A;9;89.1;87;4.2;3.3;4.62
TAB;D;4;Intermedio;3;I;8;79.2;90;3.5;3.3;5.28
TAB;D;6;Intermedio;4;B;7;70;92;2.9;2.5;3.75
TAP;D;6;Principiante;4;B;6;59.4;79;2.8;2.7;2.97
TAP;D;1;Intermedio;1;B;7;72.8;98;3.1;2.6;3.38
TAP;D;3;Principiante;3;B;6;65;82;3.1;2.5;4
TAD;N;4;Intermedio;1;B;6;62.5;92;2.7;2.5;4.25
TAD;D;6;Intermedio;3;B;7;69.6;92;3;2.4;4.32
TAC;N;4;Intermedio;1;I;8;78.3;90;3.1;2.7;4.05
TAB;D;1;Principiante;3;I;7;67.5;87;3.1;2.5;3
TAC;D;5;Principiante;2;B;5;50;86;2.5;2.5;4.25
TAC;N;2;Intermedio;1;I;9;86.8;90;3.6;3.1;4.65
TAD;D;4;Principiante;2;I;7;65.1;86;2.5;3.1;4.03
TAP;N;3;Principiante;1;I;7;72.9;84;3.5;2.7;3.51
TAD;N;1;Intermedio;3;B;6;58;97;3.4;2.9;3.48
TAB;N;1;Intermedio;3;I;8;79.2;97;3.1;3.3;5.28
TAE;D;7;Principiante;1;B;5;50;83;2.6;2.5;3.25
TAD;N;4;Intermedio;1;B;5;54.6;91;2.3;2.6;3.12
TAC;N;5;Intermedio;1;B;5;52.8;92;1.7;2.4;4.08
TAP;D;2;Principiante;1;B;6;55.2;86;2.3;2.3;2.76
TAE;N;1;Principiante;4;I;8;81.2;80;3.2;2.8;3.08
TAD;N;6;Intermedio;3;B;6;56;94;2.4;2.8;4.76
TAB;D;4;Experto;2;I;8;81.2;100;3.6;2.9;3.77
TAC;N;6;Intermedio;4;I;8;75.4;91;3.3;2.9;3.77
TAB;D;6;Intermedio;4;B;6;65;91;2;2.5;3
TAD;N;5;Intermedio;1;B;7;70;94;3;2.8;5.04
TAC;D;5;Intermedio;3;B;5;50.4;90;2.4;2.4;2.64
TAP;D;1;Principiante;3;B;6;56;88;2.3;2.8;4.2
TAB;N;4;Principiante;1;B;6;56;79;2.5;2.8;4.2
TAC;D;5;Principiante;1;B;5;50.4;79;2.2;2.4;2.88
TAB;D;3;Intermedio;2;B;5;52;90;2;2.6;4.16
TAC;N;5;Intermedio;2;B;6;55;95;2.4;2.2;2.86
TAP;N;4;Principiante;4;B;5;52;81;1.4;2.6;4.68
TAE;N;6;Intermedio;3;B;6;60.9;90;2.6;2.9;3.19
TAD;D;1;Experto;1;I;9;87;101;4.3;3;5.4
TAP;D;7;Intermedio;3;I;8;85;94;3.5;3.4;4.42
TAC;D;2;Principiante;4;I;8;81;88;3.3;3;5.1
TAB;N;2;Intermedio;2;A;9;89.1;92;3.9;3.3;5.28
TAE;N;6;Experto;2;B;6;59.4;101;2.7;2.7;3.24
TAB;D;6;Intermedio;2;B;7;70.4;92;2.8;3.2;4.8
TAE;N;7;Principiante;3;I;9;89.6;87;4.3;3.2;4.48
TAC;D;5;Intermedio;2;I;8;84;90;3.3;3.5;4.9
TAE;D;5;Principiante;4;B;6;56.7;85;2.4;2.7;4.05
TAC;N;1;Principiante;3;B;6;64.8;83;2.8;2.7;4.59
TAE;D;4;Intermedio;2;B;6;58;92;2.7;2.9;3.19
TAE;N;3;Intermedio;1;B;5;52.5;97;2.6;2.5;2.75
TAD;N;5;Principiante;4;I;7;72.5;85;3.2;2.5;3
TAC;D;7;Intermedio;4;B;4;44;93;2.2;2;2.8
TAE;N;3;Principiante;1;I;7;67.2;87;3.2;2.4;2.64
TAP;D;3;Principiante;3;B;6;57.5;87;2.6;2.5;4.5
TAB;N;3;Intermedio;2;B;6;61.6;91;2.3;2.8;3.08
TAD;N;2;Intermedio;3;I;8;81;89;2.8;3;5.4
TAC;D;3;Principiante;1;B;6;59.4;82;3.4;2.2;2.42
TAD;D;2;Principiante;1;I;8;75.4;81;3.2;2.9;4.35
TAB;N;7;Experto;2;I;8;81.2;101;3;2.8;3.36
TAP;N;3;Principiante;4;A;9;85.1;84;3.2;3.7;4.81
TAC;N;3;Experto;1;I;8;75.4;99;3.1;2.6;4.68
TAB;D;6;Intermedio;2;B;6;64.8;90;2.4;2.7;3.24
TAE;D;3;Experto;4;I;8;84;102;3.4;3;5.1
TAB;D;6;Experto;2;B;5;48.4;99;2.7;2.2;2.86
TAB;N;7;Intermedio;1;B;6;56;90;1.8;2.8;3.92
TAD;N;7;Intermedio;2;B;6;58.8;91;1.8;2.8;3.92
TAB;N;3;Principiante;4;B;5;52.8;87;2.2;2.2;2.64
TAP;D;2;Principiante;2;I;8;84.1;88;4;2.9;4.06
TAB;N;1;Intermedio;1;I;9;92.4;91;3.5;3.3;5.28
TAC;N;7;Principiante;2;I;7;67.2;84;2.6;2.8;4.2
TAE;N;6;Intermedio;3;B;6;65;93;2.8;2.6;4.42
TAC;N;5;Experto;4;B;6;57.5;99;2.1;2.5;3.5
TAP;N;5;Principiante;1;B;6;56.7;84;2.1;2.7;3.51
TAD;D;4;Intermedio;1;B;7;72.8;93;3.1;2.8;4.76
TAC;D;5;Principiante;2;B;5;50;83;1.8;2.5;4.25
TAB;D;7;Experto;3;B;6;59.4;104;2.7;2.7;4.86
TAC;D;1;Intermedio;1;B;5;52;95;1.9;2.6;3.12
TAC;D;6;Principiante;4;I;8;84;88;3.4;3;4.8
TAD;N;5;Intermedio;3;I;7;72.8;90;3.1;2.6;2.86
TAE;N;6;Principiante;4;I;8;81.2;84;3;2.8;4.48
TAB;D;7;Intermedio;4;B;7;72.8;95;3.1;2.6;3.38
TAE;N;6;Intermedio;1;B;7;66.7;91;3.2;2.9;4.93
TAC;N;6;Intermedio;2;B;6;59.4;91;2.2;2.7;2.97
TAC;D;2;Principiante;4;I;8;81.2;87;3.2;2.8;3.08
TAD;D;7;Principiante;3;B;6;62.5;84;2.9;2.5;4.5
TAD;N;1;Intermedio;4;I;7;71.3;89;2.7;3.1;3.41
TAB;N;4;Principiante;4;I;8;81.2;80;3.5;2.8;4.2
TAC;N;5;Principiante;4;I;8;78.4;87;3.8;2.8;5.04
TAC;D;5;Intermedio;2;B;7;66.7;94;2.9;2.3;2.53
TAB;N;6;Intermedio;3;B;7;74.4;93;3.2;3.1;4.65
TAB;D;7;Intermedio;2;B;7;70.4;96;2.7;3.2;5.12
TAB;N;1;Principiante;1;B;6;55;88;2.7;2.5;3.75
TAB;D;1;Intermedio;2;B;7;73.5;91;3.1;3.5;5.95
TAB;N;6;Intermedio;2;B;5;52.5;92;2.6;2.5;4.5
TAB;N;2;Principiante;2;B;6;55.2;81;1.7;2.4;3.12
TAD;D;3;Experto;3;I;8;78.3;100;3.4;2.7;3.78
TAC;N;6;Principiante;4;I;7;69.6;84;3;2.9;3.77
TAD;D;5;Principiante;1;B;6;57.2;86;2.5;2.6;2.86
TAD;D;3;Principiante;3;I;7;69.6;88;2.7;2.4;4.32
TAE;N;4;Principiante;4;I;9;85.8;87;3.9;3.3;4.62
TAB;N;2;Principiante;3;I;7;72.6;88;2.7;3.3;4.62
TAB;N;7;Intermedio;3;I;9;87;94;3.4;3;4.2
TAD;N;2;Principiante;2;I;7;66;87;3;3.3;4.95
TAP;D;5;Principiante;4;B;6;62.4;89;2.5;2.6;3.9
TAC;D;5;Principiante;1;I;7;70.2;85;3.3;2.6;4.42
TAC;D;6;Intermedio;3;A;9;85.8;92;3.6;3.3;3.96
TAP;N;2;Principiante;4;B;6;63;86;2.5;3;4.8
TAB;N;1;Principiante;2;I;8;80;88;3;3.2;4.48
TAE;N;4;Intermedio;3;B;6;56.7;92;2.7;2.7;4.86
TAD;D;1;Principiante;4;B;6;61.6;87;2.8;2.8;3.36
TAC;N;2;Intermedio;4;B;7;66.7;94;2.5;2.9;3.19
TAP;N;3;Intermedio;1;B;6;61.6;92;2.4;2.8;3.36
TAC;D;6;Intermedio;2;B;5;50.4;90;2.3;2.4;2.88
TAB;D;6;Intermedio;4;I;8;81.2;94;3.7;2.8;5.04
TAB;D;2;Experto;2;I;8;78.3;99;3.7;2.9;4.35
TAD;D;7;Principiante;4;B;6;55.2;87;2.5;2.4;3.6
TAC;D;1;Principiante;2;I;8;84;88;2.9;3;3.6
TAE;D;3;Principiante;3;I;7;67.5;83;2.5;2.5;2.75
TAP;N;5;Principiante;2;B;6;63;85;3.1;3;3.3
TAE;N;3;Principiante;4;I;8;81.2;88;3.2;2.9;3.77
TAB;D;7;Principiante;4;I;9;89.6;77;4.2;3.2;3.52
TAB;N;4;Intermedio;4;B;5;52.9;95;2.5;2.3;4.14
TAB;N;2;Intermedio;2;I;8;78.3;90;3.7;2.7;4.05
TAC;D;4;Intermedio;2;I;8;78;97;2.7;3;4.2
TAP;D;1;Intermedio;3;B;7;69;95;2.5;3;5.4
TAC;N;3;Intermedio;4;B;6;59.4;93;2.5;2.7;3.78
TAC;N;7;Principiante;3;I;7;66;88;2.4;3;3.9
TAB;D;3;Experto;3;B;6;58;100;1.7;2.9;3.19
TAB;N;6;Intermedio;4;B;7;69.6;92;3;2.9;4.64
TAB;D;3;Principiante;2;B;5;50;86;2;2.5;3.75
TAD;D;7;Intermedio;1;B;6;57.2;94;2.6;2.6;2.86
TAD;D;3;Intermedio;1;I;8;84.1;92;3.6;2.9;4.35
